sample_type,sample_num,replicate,nm_938.8510000000001,nm_943.335,nm_947.8610000000001,nm_952.429,nm_957.038,nm_961.687,nm_966.3760000000001,nm_971.105,nm_975.872,nm_980.678,nm_985.52,nm_990.4,nm_995.316,nm_1000.268,nm_1005.255,nm_1010.2769999999999,nm_1015.332,nm_1020.421,nm_1025.542,nm_1030.6960000000001,nm_1035.881,nm_1041.097,nm_1046.343,nm_1051.619,nm_1056.924,nm_1062.258,nm_1067.619,nm_1073.008,nm_1078.424,nm_1083.865,nm_1089.3319999999999,nm_1094.8239999999998,nm_1100.3410000000001,nm_1105.881,nm_1111.444,nm_1117.029,nm_1122.637,nm_1128.266,nm_1133.915,nm_1139.585,nm_1145.274,nm_1150.982,nm_1156.7089999999998,nm_1162.453,nm_1168.214,nm_1173.992,nm_1179.785,nm_1185.594,nm_1191.4180000000001,nm_1197.255,nm_1203.106,nm_1208.97,nm_1214.847,nm_1220.735,nm_1226.634,nm_1232.5439999999999,nm_1238.463,nm_1244.392,nm_1250.33,nm_1256.275,nm_1262.228,nm_1268.188,nm_1274.155,nm_1280.127,nm_1286.104,nm_1292.085,nm_1298.0710000000001,nm_1304.06,nm_1310.0510000000002,nm_1316.045,nm_1322.04,nm_1328.036,nm_1334.0320000000002,nm_1340.0279999999998,nm_1346.023,nm_1352.016,nm_1358.007,nm_1363.996,nm_1369.9820000000002,nm_1375.963,nm_1381.94,nm_1387.912,nm_1393.878,nm_1399.838,nm_1405.79,nm_1411.736,nm_1417.6729999999998,nm_1423.601,nm_1429.521,nm_1435.43,nm_1441.329,nm_1447.2160000000001,nm_1453.092,nm_1458.9560000000001,nm_1464.807,nm_1470.644,nm_1476.467,nm_1482.275,nm_1488.068,nm_1493.845,nm_1499.606,nm_1505.349,nm_1511.075,nm_1516.7820000000002,nm_1522.471,nm_1528.14,nm_1533.7879999999998,nm_1539.4160000000002,nm_1545.023,nm_1550.608,nm_1556.17,nm_1561.71,nm_1567.225,nm_1572.7160000000001,nm_1578.182,nm_1583.6229999999998,nm_1589.0379999999998,nm_1594.425,nm_1599.786,nm_1605.118,nm_1610.422,nm_1615.6970000000001,nm_1620.943,nm_1626.1570000000002,nm_1631.3410000000001,nm_1636.494,nm_1641.614,nm_1646.701
PP,27,2,0.831144017,0.823262479,0.877477908,0.919751612,0.951994268,0.968473848,0.966324337,1,0.985908765,0.993551469,0.988058276,0.978982565,0.979937903,0.952471937,0.94626224,0.946501075,0.917602102,0.907809888,0.900644853,0.905421543,0.913064246,0.910437067,0.910675902,0.919035109,0.917363267,0.925722474,0.936947695,0.927871985,0.93718653,0.940530213,0.956532123,0.958681634,0.953904944,0.965368999,0.954860282,0.962980654,0.95581562,0.954382613,0.942679723,0.925005971,0.898017674,0.848101266,0.781944113,0.657989014,0.579890136,0.555051349,0.511344638,0.436350609,0.361834249,0.294005254,0.185335562,0.069978505,0.038213518,0.042990208,0.055170767,0.045378553,0.017673752,0.05373776,0.129925961,0.234774301,0.345832338,0.437544781,0.524719369,0.578695964,0.634105565,0.677095773,0.717697636,0.744447098,0.772390733,0.781705278,0.810604251,0.815142107,0.825889658,0.837353714,0.8344877,0.841891569,0.855505135,0.851683783,0.853355625,0.853355625,0.849056604,0.83926439,0.832099355,0.80200621,0.716264629,0.553618342,0.408406974,0.350847862,0.267016957,0.205397659,0.12610461,0.07236685,0.021972773,0,0.057797946,0.103176499,0.088607595,0.098399809,0.131358968,0.150465727,0.168855983,0.187723907,0.208024839,0.248626702,0.280391689,0.321948889,0.351325531,0.375925484,0.404107953,0.433484595,0.447814664,0.450680678,0.465249582,0.499164079,0.524480535,0.560305708,0.600429902,0.618103654,0.630761882,0.664437545,0.689037497,0.698352042,0.709577263,0.729878194,0.734177215,0.732505374,0.735132553,0.734893719
PP,27,3,0.833257299,0.824133212,0.88024635,0.919936131,0.952326642,0.971031022,0.970346715,1,0.988594891,0.995209854,0.986998175,0.98129562,0.979242701,0.955063869,0.947992701,0.94685219,0.920620438,0.906934307,0.900775547,0.904881387,0.914005474,0.910355839,0.911952555,0.919023723,0.917198905,0.927235401,0.936587591,0.929060219,0.939096715,0.942290146,0.957572993,0.95939781,0.955976277,0.965100365,0.95620438,0.964187956,0.959169708,0.955520073,0.944571168,0.925638686,0.900547445,0.849908759,0.782618613,0.656934307,0.57915146,0.553375912,0.510720803,0.433850365,0.360173358,0.292655109,0.18544708,0.070483577,0.03854927,0.042655109,0.056113139,0.044708029,0.018020073,0.054288321,0.129562044,0.233120438,0.343065693,0.435675182,0.523266423,0.578695255,0.633439781,0.677007299,0.718293796,0.745894161,0.772810219,0.782618613,0.810903285,0.81455292,0.827326642,0.839187956,0.837591241,0.844434307,0.856979927,0.852417883,0.854927007,0.853330292,0.850364964,0.84169708,0.832801095,0.804288321,0.716925182,0.55314781,0.408987226,0.34899635,0.265282847,0.203010949,0.124543796,0.072308394,0.02189781,0,0.057937956,0.102417883,0.086906934,0.098312044,0.131614964,0.149863139,0.167655109,0.185218978,0.205976277,0.247490876,0.278056569,0.318658759,0.348540146,0.373631387,0.403512774,0.43225365,0.445711679,0.447308394,0.463959854,0.49794708,0.524178832,0.559990876,0.600821168,0.617928832,0.631614964,0.664917883,0.690465328,0.700273723,0.710766423,0.731979927,0.736313869,0.734945255,0.737682482,0.735857664
PS,1,1,0.963981991,0.966483242,0.971985993,0.983991996,0.990995498,0.994997499,0.996998499,0.995997999,0.99849925,0.994997499,1,0.994497249,0.991995998,0.991495748,0.987993997,0.985492746,0.979989995,0.977488744,0.973986993,0.968484242,0.973986993,0.972986493,0.972486243,0.971485743,0.972986493,0.971485743,0.974487244,0.971985993,0.971485743,0.974487244,0.974987494,0.974987494,0.968984492,0.965482741,0.95897949,0.949974987,0.927463732,0.891945973,0.84192096,0.746873437,0.573786893,0.307153577,0.058029015,0,0.173586793,0.419709855,0.573286643,0.635817909,0.672836418,0.702351176,0.699849925,0.662831416,0.612306153,0.555277639,0.504252126,0.471735868,0.471235618,0.51875938,0.588294147,0.668834417,0.729364682,0.782391196,0.819409705,0.842921461,0.859429715,0.873436718,0.884942471,0.893446723,0.900950475,0.904952476,0.907953977,0.910455228,0.904452226,0.898949475,0.895447724,0.895947974,0.900450225,0.894447224,0.882941471,0.871935968,0.864432216,0.858929465,0.837918959,0.819409705,0.814907454,0.818909455,0.812906453,0.788394197,0.739369685,0.691845923,0.645322661,0.608304152,0.565782891,0.546273137,0.546273137,0.525262631,0.488744372,0.472736368,0.491745873,0.511255628,0.514257129,0.51875938,0.534767384,0.56028014,0.580790395,0.604302151,0.627313657,0.64132066,0.652826413,0.660330165,0.673836918,0.673836918,0.685842921,0.701850925,0.711355678,0.72086043,0.728864432,0.738369185,0.742371186,0.749874937,0.757878939,0.764882441,0.772386193,0.785892946,0.787393697,0.794397199,0.787393697,0.781390695
PS,1,2,0.826191623,0.816080886,0.90900337,0.934520944,0.944150217,0.963408763,0.939817044,1,0.961001444,0.983630236,0.960038517,0.95377949,0.97496389,0.935965335,0.943187289,0.963408763,0.92874338,0.942705826,0.925854598,0.925373134,0.936446798,0.926336062,0.927298989,0.947520462,0.936446798,0.944150217,0.958112662,0.926336062,0.935483871,0.931632162,0.952335099,0.941261435,0.915743861,0.927298989,0.89841117,0.903225806,0.88252287,0.857968223,0.781415503,0.656716418,0.449205585,0.16225325,0,0.005777564,0.245064998,0.454020221,0.563793934,0.622532499,0.658642273,0.672123255,0.650938854,0.600866635,0.574386134,0.504573905,0.457390467,0.448724121,0.446798267,0.519980741,0.589792971,0.656716418,0.71112181,0.755416466,0.803081367,0.802599904,0.824747232,0.840635532,0.852672123,0.857005296,0.860857005,0.840635532,0.881559942,0.855079442,0.857968223,0.861819933,0.835339432,0.844968705,0.865671642,0.841116996,0.836302359,0.821376986,0.81800674,0.793933558,0.792489167,0.769378912,0.76649013,0.77178623,0.719788156,0.722195474,0.657197882,0.636494945,0.589792971,0.549350024,0.526721233,0.506018296,0.493500241,0.468464131,0.431872894,0.447761194,0.454983149,0.469908522,0.492537313,0.498314877,0.501203659,0.550794415,0.561386615,0.606644198,0.624458353,0.631680308,0.635532017,0.651420318,0.652864709,0.637457872,0.659123736,0.696196437,0.68993741,0.697159364,0.721232547,0.715936447,0.698122292,0.727010111,0.743861338,0.737120847,0.743379875,0.77708233,0.773230621,0.770823303,0.773230621,0.766008666
PS,1,3,0.84180791,0.822975518,0.916195857,0.938794727,0.948210923,0.965630885,0.943032015,1,0.966572505,0.989642185,0.963747646,0.955743879,0.980696798,0.939265537,0.947740113,0.969868173,0.935028249,0.947269303,0.929378531,0.927966102,0.942090395,0.9326742,0.93220339,0.949152542,0.941148776,0.947740113,0.962806026,0.93126177,0.941619586,0.934086629,0.958568738,0.944915254,0.921374765,0.933615819,0.904425612,0.90960452,0.88653484,0.861581921,0.789548023,0.661016949,0.452448211,0.164312618,0,0.005178908,0.244350282,0.45433145,0.566854991,0.628531073,0.663370998,0.676553672,0.656308851,0.603578154,0.575800377,0.507062147,0.465160075,0.45480226,0.451977401,0.52259887,0.59086629,0.657250471,0.717514124,0.761299435,0.810263653,0.807438795,0.835687382,0.847928437,0.862052731,0.86393597,0.869114878,0.852165725,0.892184557,0.867231638,0.867702448,0.869114878,0.84039548,0.854519774,0.874293785,0.849340866,0.84180791,0.831450094,0.827683616,0.805084746,0.796610169,0.777306968,0.77212806,0.775423729,0.72693032,0.725047081,0.664312618,0.641242938,0.594161959,0.551789077,0.527306968,0.508474576,0.493879473,0.469868173,0.43126177,0.443032015,0.45433145,0.473163842,0.495762712,0.50047081,0.501412429,0.553201507,0.562617702,0.606873823,0.628531073,0.633239171,0.63559322,0.655838041,0.655367232,0.63747646,0.65819209,0.700094162,0.692090395,0.696798493,0.720809793,0.719397363,0.699623352,0.72693032,0.741996234,0.735875706,0.745762712,0.777777778,0.776836158,0.77165725,0.771186441,0.765065913
PS,5,1,0.883029074,0.891818796,0.907707911,0.924611224,0.934077079,0.947937796,0.953346856,0.959093982,0.962812711,0.965855308,0.9719405,0.972278567,0.975321163,0.977687627,0.977687627,0.979039892,0.978363759,0.975321163,0.973968898,0.972278567,0.977349561,0.979377958,0.979039892,0.982758621,0.982758621,0.987491548,0.993914807,0.992900609,0.996957404,0.998647735,1,0.999661934,0.994252874,0.988843813,0.982082488,0.96923597,0.945909398,0.906355646,0.845165652,0.736984449,0.548005409,0.280933063,0.048681542,0,0.154834348,0.389452333,0.548343475,0.618661258,0.659229209,0.68627451,0.687288709,0.644016227,0.586544963,0.524002705,0.469912103,0.435091278,0.434753212,0.486139283,0.567275186,0.651453685,0.727518594,0.788708587,0.83637593,0.866463827,0.892156863,0.908384043,0.923935091,0.935429344,0.945233266,0.951318458,0.957065585,0.958755916,0.954699121,0.946247465,0.939148073,0.941176471,0.945909398,0.940500338,0.927315754,0.913793103,0.907707911,0.898242055,0.876605815,0.851926978,0.847870183,0.850912779,0.843475321,0.808992563,0.752535497,0.698782961,0.643678161,0.595334686,0.550033807,0.528397566,0.526369168,0.509465855,0.471602434,0.454699121,0.479039892,0.503042596,0.51081812,0.514874915,0.532116295,0.560175794,0.586544963,0.617985125,0.644016227,0.660581474,0.669371197,0.68627451,0.69979716,0.700473293,0.715010142,0.731575389,0.747126437,0.76402975,0.772819473,0.78025693,0.788708587,0.799526707,0.807302231,0.815753888,0.825219743,0.843475321,0.850236646,0.852941176,0.84989858,0.843813387
PS,5,2,0.812825521,0.802083333,0.881184896,0.904947917,0.919921875,0.937825521,0.925130208,0.973632813,0.952799479,0.973632813,0.960611979,0.957682292,0.977864583,0.949544271,0.958984375,0.979817708,0.953776042,0.962565104,0.951822917,0.953450521,0.965494792,0.960611979,0.964192708,0.979817708,0.976236979,0.983072917,0.997070313,0.9765625,0.984049479,0.981445313,1,0.98828125,0.969726563,0.979492188,0.951822917,0.953776042,0.925130208,0.888346354,0.805013021,0.661783854,0.439778646,0.15625,0,0.006184896,0.223958333,0.4375,0.557942708,0.623697917,0.661458333,0.677083333,0.656575521,0.598632813,0.558919271,0.487630208,0.439778646,0.424153646,0.427408854,0.502604167,0.585611979,0.6640625,0.737304688,0.790364583,0.847330729,0.857747396,0.884765625,0.903645833,0.920898438,0.927734375,0.935221354,0.924153646,0.95703125,0.940755208,0.939453125,0.936523438,0.915690104,0.925130208,0.939778646,0.916666667,0.905924479,0.895182292,0.891276042,0.870117188,0.853841146,0.831380208,0.827473958,0.829752604,0.783528646,0.766601563,0.696614583,0.658203125,0.606770833,0.5546875,0.522135417,0.503255208,0.488606771,0.462565104,0.423502604,0.433268229,0.454427083,0.473307292,0.495117188,0.502929688,0.513346354,0.564453125,0.581054688,0.625651042,0.6484375,0.659830729,0.664713542,0.685872396,0.691731771,0.684570313,0.704101563,0.743489583,0.740559896,0.75390625,0.777994792,0.777669271,0.771158854,0.794270833,0.80859375,0.805989583,0.8203125,0.850911458,0.854817708,0.849934896,0.848632813,0.843098958
PS,5,3,0.803201164,0.789741724,0.874499818,0.902510004,0.916333212,0.934157876,0.920698436,0.977082575,0.950891233,0.973808658,0.961076755,0.955256457,0.975627501,0.943979629,0.958166606,0.977082575,0.949799927,0.959985449,0.947617315,0.948344853,0.961804292,0.956711531,0.959621681,0.978173881,0.97308112,0.978901419,0.996726082,0.972353583,0.981447799,0.976355038,1,0.985813023,0.964350673,0.975627501,0.946889778,0.947253547,0.920698436,0.885049109,0.803201164,0.65951255,0.437613678,0.155329211,0,0.002182612,0.224809021,0.435431066,0.556202255,0.621316842,0.661331393,0.674427064,0.652964714,0.5951255,0.56020371,0.484903601,0.43979629,0.425609312,0.427791924,0.504183339,0.582029829,0.659876319,0.731538741,0.785012732,0.844670789,0.851582394,0.878865042,0.895598399,0.913423063,0.91960713,0.925791197,0.913059294,0.95161877,0.929792652,0.929065115,0.929428883,0.903237541,0.915241906,0.931975264,0.905783921,0.897417243,0.887959258,0.881411422,0.86067661,0.844670789,0.822480902,0.818115678,0.821025828,0.769734449,0.759548927,0.687522736,0.655511095,0.604583485,0.550745726,0.519825391,0.500181884,0.486358676,0.459803565,0.422335395,0.430338305,0.449254274,0.470352856,0.492906511,0.501636959,0.507821026,0.559112405,0.575481993,0.62204438,0.64605311,0.655147326,0.661695162,0.682793743,0.686795198,0.67297199,0.697708258,0.740269189,0.733721353,0.747180793,0.771917061,0.76937068,0.757366315,0.783193889,0.800291015,0.795925791,0.811204074,0.840669334,0.842124409,0.837759185,0.838122954,0.833393961
PS,10,1,0.947445255,0.959124088,0.964963504,0.97810219,0.986861314,0.990510949,0.995620438,0.989051095,0.99270073,0.988321168,1,0.993430657,0.988321168,0.990510949,0.991240876,0.990510949,0.987591241,0.981751825,0.982481752,0.971532847,0.982481752,0.983211679,0.976642336,0.983211679,0.983211679,0.983941606,0.988321168,0.987591241,0.987591241,0.993430657,0.991970803,0.997080292,0.98540146,0.983941606,0.980291971,0.968613139,0.948175182,0.912408759,0.859854015,0.761313869,0.576642336,0.306569343,0.047445255,0,0.179562044,0.442335766,0.605109489,0.67810219,0.716788321,0.747445255,0.73649635,0.701459854,0.651824818,0.602189781,0.555474453,0.522627737,0.52189781,0.569343066,0.64379562,0.720437956,0.780291971,0.82919708,0.864233577,0.891240876,0.908759124,0.927007299,0.93649635,0.947445255,0.954014599,0.958394161,0.961313869,0.966423358,0.96350365,0.957664234,0.952554745,0.954014599,0.959854015,0.954014599,0.949635036,0.935036496,0.927007299,0.924087591,0.902919708,0.883941606,0.883211679,0.883941606,0.883211679,0.848905109,0.806569343,0.768613139,0.724087591,0.687591241,0.651824818,0.635036496,0.637226277,0.618248175,0.586131387,0.567883212,0.588321168,0.613868613,0.609489051,0.616058394,0.62919708,0.658394161,0.677372263,0.701459854,0.722627737,0.737226277,0.744525547,0.753284672,0.766423358,0.772262774,0.786131387,0.791240876,0.802919708,0.815328467,0.820437956,0.835766423,0.834306569,0.848175182,0.853284672,0.867153285,0.865693431,0.887591241,0.891240876,0.899270073,0.890510949,0.888321168
PS,10,2,0.679595278,0.628161889,0.827150084,0.873524452,0.883642496,0.911467116,0.86846543,1,0.924114671,0.967959528,0.924957841,0.908094435,0.957841484,0.873524452,0.89376054,0.946037099,0.875210793,0.903035413,0.870994941,0.878583474,0.908094435,0.881112985,0.885328836,0.927487352,0.906408094,0.92074199,0.952782462,0.883642496,0.899662732,0.885328836,0.940978078,0.913153457,0.863406408,0.906408094,0.84317032,0.875210793,0.859190556,0.850758853,0.768971332,0.63153457,0.435919056,0.150084317,0.031197302,0,0.26306914,0.453625632,0.563237774,0.642495784,0.68381113,0.681281619,0.650084317,0.597807757,0.607925801,0.523608769,0.498313659,0.506745363,0.472175379,0.553962901,0.608768971,0.65682968,0.715851602,0.748735245,0.822091062,0.791736931,0.824620573,0.840640809,0.858347386,0.851602024,0.854974705,0.808600337,0.904721754,0.84232715,0.849915683,0.86846543,0.810286678,0.828836425,0.873524452,0.832209106,0.826306914,0.821247892,0.822934233,0.791736931,0.795109612,0.769814503,0.768128162,0.766441821,0.674536256,0.730185497,0.651770658,0.672006745,0.627318718,0.585160202,0.586003373,0.556492411,0.545531197,0.527824621,0.488195616,0.510961214,0.5,0.506745363,0.557335582,0.560708263,0.540472175,0.623946037,0.612141653,0.679595278,0.698988196,0.696458685,0.694772344,0.712478921,0.70994941,0.662731872,0.693929174,0.768971332,0.730185497,0.734401349,0.784148398,0.76391231,0.70994941,0.768128162,0.795109612,0.76306914,0.782462057,0.845699831,0.831365936,0.820404722,0.827150084,0.824620573
PS,10,3,0.682989691,0.624570447,0.829896907,0.869415808,0.883161512,0.91838488,0.864261168,1,0.923539519,0.971649485,0.930412371,0.912371134,0.965635739,0.869415808,0.894329897,0.950171821,0.87628866,0.907216495,0.871134021,0.875429553,0.908075601,0.891752577,0.889175258,0.930412371,0.909793814,0.926116838,0.963917526,0.884879725,0.908934708,0.89347079,0.950171821,0.922680412,0.874570447,0.910652921,0.85395189,0.884020619,0.863402062,0.855670103,0.773195876,0.637457045,0.434707904,0.14862543,0.038659794,0,0.263745704,0.45790378,0.573024055,0.64862543,0.691580756,0.689003436,0.653780069,0.604810997,0.615120275,0.530068729,0.512027491,0.514604811,0.48024055,0.56443299,0.621134021,0.676975945,0.726804124,0.761168385,0.836769759,0.800687285,0.837628866,0.852233677,0.87628866,0.865120275,0.874570447,0.825601375,0.920103093,0.859106529,0.868556701,0.884020619,0.827319588,0.847079038,0.894329897,0.848797251,0.848797251,0.835051546,0.841924399,0.810137457,0.820446735,0.79209622,0.779209622,0.783505155,0.692439863,0.75257732,0.671821306,0.68814433,0.641752577,0.604810997,0.608247423,0.579896907,0.560996564,0.545532646,0.506872852,0.528350515,0.515463918,0.524914089,0.574742268,0.577319588,0.559278351,0.639175258,0.631443299,0.697594502,0.719072165,0.719072165,0.712199313,0.737972509,0.728522337,0.689003436,0.723367698,0.797250859,0.757731959,0.756872852,0.810137457,0.791237113,0.736254296,0.793814433,0.823883162,0.788659794,0.809278351,0.868556701,0.85395189,0.842783505,0.850515464,0.857388316
PS,11,1,0.957313245,0.967984934,0.978656623,0.991211551,0.992467043,0.999372254,1,0.996861268,0.998116761,0.999372254,0.993722536,0.999372254,0.993722536,0.993722536,0.994350282,0.985561833,0.982423101,0.974890144,0.973006905,0.973006905,0.973006905,0.969868173,0.969868173,0.967357188,0.964846202,0.97049592,0.971123666,0.972379159,0.971123666,0.978656623,0.975517891,0.972379159,0.967984934,0.961079724,0.955430006,0.940991839,0.918392969,0.883866918,0.832391714,0.73383553,0.561205273,0.297551789,0.048964218,0,0.17388575,0.423728814,0.581293158,0.649089768,0.686126805,0.705586943,0.701820465,0.666666667,0.618957941,0.562460766,0.517263026,0.487131199,0.489642185,0.535467671,0.602636535,0.677966102,0.739485248,0.785310734,0.820464532,0.83992467,0.863779033,0.872567483,0.885750157,0.895794099,0.902071563,0.904582549,0.910860013,0.917137476,0.915254237,0.904582549,0.895794099,0.899560578,0.902699309,0.896421846,0.880100439,0.8782172,0.873822976,0.868801004,0.844318895,0.824858757,0.819836786,0.822975518,0.818581293,0.791588198,0.748901444,0.700564972,0.665411174,0.62774639,0.588198368,0.573760201,0.573760201,0.556811048,0.524795982,0.511613308,0.529190207,0.545511613,0.546767106,0.549905838,0.563716259,0.579409918,0.60514752,0.630885122,0.645323289,0.655994978,0.664783427,0.67482737,0.685499058,0.68863779,0.699309479,0.703075957,0.72002511,0.731324545,0.741368487,0.750156937,0.756434401,0.759573132,0.762711864,0.77212806,0.790960452,0.795982423,0.800376648,0.801632141,0.802887633,0.793471438
PS,11,2,0.63562753,0.560728745,0.789473684,0.851214575,0.865384615,0.903846154,0.840080972,1,0.908906883,0.968623482,0.918016194,0.890688259,0.949392713,0.848178138,0.879554656,0.944331984,0.855263158,0.895748988,0.860323887,0.854251012,0.894736842,0.868421053,0.876518219,0.92611336,0.895748988,0.914979757,0.955465587,0.875506073,0.887651822,0.87854251,0.944331984,0.909919028,0.851214575,0.898785425,0.834008097,0.874493927,0.849190283,0.850202429,0.770242915,0.634615385,0.437246964,0.149797571,0.051619433,0,0.276315789,0.460526316,0.568825911,0.650809717,0.691295547,0.690283401,0.6548583,0.593117409,0.62145749,0.532388664,0.516194332,0.524291498,0.476720648,0.565789474,0.620445344,0.663967611,0.71659919,0.746963563,0.829959514,0.78340081,0.822874494,0.83805668,0.860323887,0.851214575,0.854251012,0.79757085,0.903846154,0.836032389,0.8451417,0.868421053,0.79757085,0.820850202,0.876518219,0.828947368,0.83097166,0.817813765,0.820850202,0.782388664,0.795546559,0.770242915,0.762145749,0.762145749,0.662955466,0.737854251,0.655870445,0.685222672,0.639676113,0.599190283,0.608299595,0.572874494,0.553643725,0.542510121,0.496963563,0.531376518,0.50708502,0.516194332,0.574898785,0.578947368,0.54757085,0.639676113,0.61437247,0.703441296,0.721659919,0.71659919,0.712550607,0.739878543,0.730769231,0.66902834,0.700404858,0.796558704,0.743927126,0.748987854,0.806680162,0.78340081,0.717611336,0.777327935,0.814777328,0.768218623,0.791497976,0.866396761,0.843117409,0.83805668,0.837044534,0.844129555
PS,11,3,0.744277305,0.700457816,0.854807063,0.89470242,0.907782865,0.933943754,0.896010464,1,0.943100065,0.979071288,0.945062132,0.93263571,0.971223022,0.897972531,0.91824722,0.958796599,0.902550687,0.924133421,0.897972531,0.898626553,0.923479398,0.907782865,0.907782865,0.941137999,0.926095487,0.934597776,0.965990844,0.909090909,0.925441465,0.91824722,0.958796599,0.935905821,0.897318509,0.928711576,0.879005886,0.901896664,0.880967953,0.86854153,0.780248528,0.643557881,0.442773054,0.151733159,0.015696534,0,0.255068672,0.453891432,0.575539568,0.649444081,0.690647482,0.695225638,0.670372793,0.609548725,0.608894702,0.530412034,0.500327011,0.502289078,0.482668411,0.563767168,0.621321125,0.677567037,0.735120994,0.776324395,0.840418574,0.822105952,0.852190974,0.862001308,0.881621975,0.879005886,0.88881622,0.85088293,0.926095487,0.881621975,0.886200131,0.895356442,0.850228908,0.86854153,0.904512753,0.870503597,0.863309353,0.854153041,0.854153041,0.827992152,0.827992152,0.799869196,0.798561151,0.800523218,0.72792675,0.762589928,0.690647482,0.687377371,0.646827992,0.609548725,0.603662525,0.578155657,0.566383257,0.547416612,0.508175278,0.525179856,0.5206017,0.531720078,0.572923479,0.578155657,0.567037279,0.631785481,0.62851537,0.691301504,0.712230216,0.708960105,0.710922171,0.732504905,0.735120994,0.697187704,0.721386527,0.78351864,0.75735775,0.761281884,0.802485284,0.788750818,0.75147155,0.79529104,0.819489863,0.791366906,0.810987574,0.864617397,0.858077175,0.843688685,0.848266841,0.855461086
PS,16,1,0.963359407,0.970358172,0.981473858,0.991766159,0.992177851,0.998764924,0.997118156,0.999176616,1,0.99794154,0.995883079,0.997529848,0.992589543,0.990531083,0.990119391,0.988472622,0.980650473,0.976945245,0.974063401,0.97200494,0.97200494,0.970769864,0.970769864,0.970358172,0.968711404,0.96994648,0.974886785,0.973240016,0.974063401,0.977356937,0.972828324,0.973651709,0.966241252,0.963359407,0.953478798,0.945244957,0.923425278,0.887196377,0.83573487,0.738575545,0.564429807,0.298888431,0.053108275,0,0.165911898,0.409221902,0.56319473,0.624125154,0.659530671,0.680526966,0.67929189,0.645944833,0.598188555,0.543433512,0.500205846,0.478797859,0.483326472,0.536846439,0.605599012,0.678880198,0.738163853,0.786331824,0.82173734,0.843145327,0.862083162,0.874022231,0.884726225,0.89172499,0.899135447,0.903252367,0.909016056,0.906957596,0.904075751,0.896253602,0.891313298,0.892960066,0.895018526,0.888019761,0.875669,0.869905311,0.863318238,0.855496089,0.832441334,0.809798271,0.802387814,0.798270893,0.788801976,0.761630301,0.714285714,0.668176204,0.626183615,0.590778098,0.554960889,0.539316591,0.537669823,0.521613833,0.493207081,0.480856319,0.50102923,0.521202141,0.524495677,0.52696583,0.541786744,0.563606422,0.588719638,0.617538082,0.637710992,0.648003294,0.656237135,0.667764512,0.678056814,0.678880198,0.690819267,0.704816797,0.714697406,0.72951832,0.743927542,0.749691231,0.753808152,0.759160148,0.766158913,0.77562783,0.78550844,0.798682585,0.800741046,0.800329354,0.80156443,0.793742281
PS,16,2,0.838240918,0.81414914,0.910516252,0.936137667,0.943021033,0.960229446,0.935372849,1,0.96290631,0.983938815,0.960994264,0.951816444,0.97667304,0.931548757,0.945697897,0.965965583,0.927342256,0.941491396,0.923900574,0.923518164,0.938049713,0.928871893,0.928489484,0.948374761,0.938814532,0.944933078,0.960994264,0.928871893,0.936520076,0.93001912,0.956787763,0.940726577,0.913193117,0.932313576,0.898279159,0.905544933,0.881835564,0.859273423,0.784321224,0.654302103,0.447036329,0.162523901,0.003059273,0,0.234416826,0.443212237,0.555258126,0.616061185,0.650860421,0.660803059,0.639388145,0.588527725,0.568642447,0.503250478,0.47456979,0.471128107,0.467686424,0.543021033,0.608413002,0.668833652,0.72581262,0.765965583,0.816826004,0.810707457,0.836711281,0.850095602,0.866539197,0.864244742,0.871128107,0.849330784,0.893690249,0.865391969,0.868068834,0.871510516,0.840152964,0.852772467,0.873804971,0.847036329,0.83709369,0.830210325,0.824856597,0.804971319,0.791969407,0.77208413,0.760994264,0.759464627,0.70707457,0.709369025,0.6416826,0.625621415,0.582791587,0.543403442,0.526195029,0.508221797,0.494455067,0.472275335,0.440535373,0.453154876,0.462715105,0.477629063,0.502868069,0.508604207,0.508986616,0.563288719,0.568642447,0.617973231,0.637476099,0.6416826,0.642829828,0.664627151,0.66500956,0.643212237,0.666539197,0.710133843,0.69789675,0.706692161,0.733843212,0.727342256,0.712810707,0.73957935,0.757170172,0.744933078,0.7583174,0.792351816,0.792734226,0.782409178,0.780497132,0.782791587
